tag,content,sentiment
li,Plants,Neutral
li,Geography & Travel,Neutral
li,Entertainment & Pop Culture,Neutral
li,Literature,Neutral
li,Sports & Recreation,Neutral
li,Visual Arts,Neutral
li,Companions,Neutral
li,Demystified,Neutral
li,Image Galleries,Neutral
li,Lists,Neutral
li,Podcasts,Neutral
li,Spotlight,Neutral
li,Summaries,Neutral
li,Top Questions,Positive
li,#WTFact,Neutral
li,Britannica Kids,Neutral
li,Introduction & Top Questions,Positive
li,Subject,Negative
li,History,Neutral
li,Condition,Neutral
li,TheMona Lisaand its influence,Neutral
li,OtherMona Lisas,Neutral
li,Mona Lisaoff the wall,Neutral
li,Who was the Mona Lisa in real life?,Positive
li,How many years did it take to paint the Mona Lisa?,Positive
li,What is the value of the Mona Lisa?,Neutral
li,Why is the Mona Lisa so famous?,Positive
li,"What are the characteristics of Renaissance art, and how does it differ from the art of the Middle Ages?",Neutral
li,Table Of Contents,Neutral
li,Khan Academy - Mona Lisa,Neutral
li,UEN Digital Press with Pressbooks - Renaissance Through Contemporary Art History - Mona Lisa,Positive
li,"Smart History - Leonardo, ""Mona Lisa""",Positive
li,BBC - The detail that unlocks the Mona Lisa,Neutral
li,CNN - What's so special about the Mona Lisa?,Positive
li,The Guardian - The myth of the Mona Lisa,Neutral
li,Art in Context - “Mona Lisa” by Leonardo da Vinci – Facts About the “Mona Lisa”,Neutral
